Number,Green Foci,Red Foci
772,4,2
774,17,28
774,16,25
776,20,29
776,13,30
777,21,24
778,44,33
778,20,39
778,17,27
779,5,24
779,13,23
780,8,30
780,24,25
781,18,18
781,12,38
782,21,31
782,23,39
782,12,8
783,23,30
784,7,43
785,13,38
785,10,10
786,20,32
786,17,19
786,8,27
787,7,30
788,10,17
789,37,56
789,44,5
789,11,34
790,8,26
791,5,32
791,11,17
792,35,29
792,22,11
793,7,13
793,12,37
793,43,55
794,1,24
794,41,17
794,23,37
795,5,29
795,36,19
795,4,20
796,33,47
796,33,19
796,1,25
796,19,11
797,47,33
797,35,24
797,6,32
797,14,21
797,0,27
798,30,48
798,0,23
798,46,21
798,7,14
798,7,10
799,43,45
799,6,45
799,27,16
799,11,14
800,5,16
800,24,23
800,62,47
800,17,20
801,26,29
801,0,20
801,24,25
801,32,26
802,9,34
802,63,32
802,4,15
802,38,41
803,30,19
803,12,38
804,17,30
804,26,36
805,34,42
805,3,19
806,56,7
806,1,47
806,80,29
806,13,54
806,0,1
807,38,51
807,44,51
807,33,26
807,0,0
808,12,27
808,8,40
808,72,37
809,1,5
809,28,46
810,15,25
811,33,41
811,57,28
811,19,41
811,20,42
811,12,38
811,56,14
811,12,19
812,23,31
814,19,34
815,15,26
815,58,51
815,4,30
815,23,20
816,22,25
817,18,37
818,39,34
818,7,18
820,3,19
822,22,46
822,55,28
822,13,33
825,10,30
826,9,23
826,42,24
826,54,35
826,2,42
827,68,18
827,19,7
827,3,38
827,1,20
828,19,91
828,42,84
829,6,38
829,19,19
830,4,20
830,49,42
830,4,33
830,6,14
831,5,26
831,5,34
831,5,28
831,31,41
832,10,39
833,43,45
833,34,32
833,14,28
833,10,22
833,34,42
833,63,57
833,40,30
833,23,32
834,8,24
835,21,24
835,23,38
835,11,12
835,5,28
836,37,33
836,1,25
838,8,26
839,11,21
839,6,33
840,13,10
841,23,42
841,25,18
841,0,29
841,26,8
842,30,39
842,3,24
842,17,12
843,6,21
843,8,50
843,23,13
844,24,26
844,42,37
844,19,14
845,35,30
845,3,31
846,23,57
846,39,29
846,16,30
846,1,30
846,29,27
846,27,7
846,9,10
847,26,40
847,10,27
847,18,16
848,19,18
848,18,32
848,14,45
848,17,25
849,24,30
849,10,22
849,39,41
849,0,12
850,23,36
850,30,52
850,5,20
850,20,25
851,37,16
851,13,40
851,4,38
851,30,4
853,42,28
853,15,49
853,34,13
853,4,14
854,29,41
854,11,11
855,56,46
855,17,38
855,1,38
855,53,20
855,21,37
855,6,56
855,21,20
855,68,11
856,51,47
856,11,18
856,2,26
856,24,23
856,17,48
856,9,24
856,14,22
857,26,36
858,15,35
858,29,15
858,9,32
860,62,58
860,13,35
860,12,27
862,22,32
864,25,29
866,27,22
866,20,22
866,79,18
866,16,32
866,81,74
866,24,51
866,7,32
867,19,29
868,24,29
869,26,20
869,15,24
870,1,8
872,46,12
872,9,37
872,0,22
873,32,37
873,3,22
874,18,27
875,7,21
875,8,40
875,16,20
876,46,64
876,9,31
876,1,14
877,38,11
877,18,42
879,20,9
879,5,30
879,8,35
879,4,28
880,22,24
881,26,55
881,7,13
881,7,6
882,16,18
884,55,47
884,0,22
884,8,18
885,20,24
885,3,21
885,1,34
885,33,47
885,31,2
887,46,49
887,9,27
887,2,11
888,66,7
888,13,25
888,50,47
888,57,56
888,32,5
888,21,36
888,25,57
888,10,43
888,18,20
888,27,31
889,26,21
890,18,15
892,30,16
892,10,40
893,16,36
894,9,40
894,24,23
895,68,28
895,38,18
895,8,55
895,19,18
895,14,43
896,50,52
896,22,26
897,17,64
897,19,48
897,67,22
897,33,19
897,24,48
897,29,36
897,24,20
897,14,14
897,2,5
898,58,49
898,14,24
898,33,54
898,5,2
898,1,7
899,34,55
899,27,5
899,6,47
899,35,3
899,52,40
899,22,59
899,42,41
900,23,38
900,73,59
900,18,43
900,53,31
900,66,77
900,38,58
900,44,18
900,18,32
900,33,5
900,18,26
900,34,6
900,23,46
901,43,38
901,72,35
901,35,23
901,12,20
901,4,6
901,5,32
902,14,41
902,38,37
902,14,31
902,13,6
902,22,31
902,34,3
902,42,36
902,10,33
903,38,39
904,0,13
904,67,16
904,8,44
905,3,23
905,6,25
905,21,37
905,1,24
905,77,33
906,82,79
906,41,51
906,26,34
906,45,60
906,43,61
906,4,30
906,23,5
906,21,0
906,14,7
906,38,0
907,15,49
907,51,18
907,32,32
907,21,13
908,22,45
908,46,77
908,19,0
909,35,37
909,19,25
910,57,16
910,61,29
910,20,33
910,2,38
910,6,32
911,45,16
911,22,63
912,29,34
912,48,48
912,11,20
912,9,33
913,25,39
913,44,34
913,72,10
913,22,54
913,2,35
913,30,12
913,6,52
913,0,3
914,22,21
914,16,14
914,59,21
914,46,26
914,22,9
914,32,72
914,5,46
914,26,18
914,33,41
915,25,16
915,20,5
916,8,61
916,22,27
916,23,33
916,11,46
916,27,2
916,40,28
916,69,56
916,14,2
916,19,14
917,40,44
917,18,37
917,16,27
917,52,11
917,4,13
917,34,51
918,63,30
918,5,41
918,27,30
919,21,42
919,39,20
919,29,21
919,1,8
920,49,49
920,43,13
920,45,52
920,9,6
920,4,14
921,33,8
921,12,50
922,64,46
922,59,61
922,29,46
922,6,30
922,12,12
923,6,47
923,13,57
923,13,0
923,0,18
923,76,11
923,32,25
923,15,36
924,33,38
924,24,37
925,3,32
925,59,13
925,39,50
925,52,69
925,66,3
925,10,8
925,1,36
925,1,8
926,73,9
926,29,47
926,46,14
926,14,2
926,11,38
926,4,47
927,3,3
927,5,8
927,4,16
928,36,58
928,43,41
928,34,39
928,16,7
928,24,42
928,30,30
929,45,15
929,63,11
929,2,50
929,0,2
930,50,46
930,31,32
930,11,36
930,18,34
931,27,44
932,50,6
932,3,51
932,58,34
932,38,6
932,9,28
932,2,47
933,37,38
933,21,20
934,32,46
934,1,5
934,25,35
934,17,35
934,72,34
935,10,5
935,7,24
935,6,81
935,66,41
935,0,47
935,17,21
935,50,2
935,21,5
936,28,53
936,38,42
936,85,24
936,52,65
936,6,10
936,7,37
936,1,14
937,50,31
937,13,54
937,45,33
937,17,39
937,13,7
938,43,61
938,33,38
938,43,22
938,37,31
938,27,46
938,3,3
939,44,43
940,21,47
940,32,67
940,63,15
940,23,44
940,73,1
940,35,6
940,9,55
940,0,22
941,71,25
941,44,60
941,56,31
941,3,36
941,2,41
941,24,32
942,14,50
942,56,17
942,23,14
942,5,30
942,32,29
942,30,36
943,49,38
943,64,38
943,13,46
943,17,8
943,11,41
943,1,10
944,15,39
944,11,44
944,33,46
944,55,17
945,16,30
945,91,55
945,28,40
945,5,31
945,67,18
945,6,34
945,41,9
945,11,18
945,4,39
946,57,26
946,33,59
946,4,9
947,30,42
948,60,43
948,27,48
948,62,45
948,8,43
948,25,25
948,4,13
948,0,11
948,17,10
949,0,21
949,1,20
949,0,30
949,0,26
949,0,0
950,34,56
950,46,58
950,54,9
950,19,27
950,33,10
950,0,13
950,10,34
951,23,35
952,37,55
952,47,2
952,10,50
952,31,4
952,12,38
953,28,32
953,36,41
953,21,25
953,23,41
953,24,35
953,46,54
953,36,36
954,34,6
954,23,55
954,6,41
954,9,40
954,50,58
954,34,53
954,62,19
954,34,6
954,18,11
954,3,30
955,45,46
955,28,43
955,34,34
955,28,26
955,18,32
955,27,33
956,11,24
956,24,40
957,13,17
957,53,54
958,6,34
958,46,15
959,17,39
959,27,33
959,19,22
960,33,34
961,44,51
961,7,14
961,16,8
962,15,23
962,15,12
963,7,62
963,133,77
964,21,31
965,20,26
966,26,20
966,21,32
966,44,53
966,36,40
966,32,34
968,38,32
968,14,26
969,20,37
969,38,22
970,4,9
970,50,53
971,19,38
971,7,25
972,25,61
972,2,25
972,18,25
972,27,6
973,48,35
973,30,43
973,2,19
973,19,28
975,37,27
975,63,36
975,34,19
975,26,46
976,90,79
976,3,23
976,15,6
976,18,35
976,39,20
977,17,44
977,50,40
977,22,24
977,10,15
978,26,45
978,23,38
978,25,29
978,0,4
978,9,38
978,24,17
978,42,19
979,32,47
979,59,14
979,26,22
979,11,56
980,36,23
980,1,37
980,54,7
980,10,36
981,107,75
981,0,25
981,1,49
981,7,5
982,42,38
982,28,39
982,14,2
982,27,10
983,19,25
984,25,50
984,18,6
984,25,49
984,31,4
984,13,15
984,6,54
984,16,40
985,9,50
985,28,48
985,61,14
985,0,22
986,26,28
987,26,40
987,22,25
988,61,54
988,45,14
988,9,32
988,12,23
989,18,33
989,95,56
990,46,15
990,19,46
990,23,21
990,13,34
990,17,33
990,19,34
992,37,25
992,41,61
992,17,20
993,38,49
993,52,55
994,7,7
994,42,25
994,16,52
994,50,49
994,1,15
995,6,24
995,22,32
996,29,43
996,29,10
996,15,29
997,30,34
998,33,59
998,48,33
998,17,11
998,3,24
998,28,13
998,5,34
999,26,30
999,30,44
999,23,9
999,50,28
999,32,37
999,14,11
999,19,26
1000,19,38
1000,49,34
1001,37,37
1001,3,30
1001,33,35
1001,29,3
1001,11,35
1002,89,70
1003,77,39
1003,0,22
1003,1,22
1004,35,6
1004,29,49
1004,3,20
1005,29,47
1005,12,44
1005,59,7
1005,51,44
1005,11,38
1005,2,17
1005,35,45
1005,1,15
1006,23,23
1007,9,29
1007,72,22
1007,38,40
1007,1,17
1007,0,22
1007,5,33
1008,2,2
1008,14,39
1008,13,52
1008,75,21
1008,30,36
1009,3,33
1009,46,36
1009,40,51
1009,18,19
1009,36,24
1010,0,12
1010,16,46
1010,1,32
1010,71,23
1011,56,33
1011,50,66
1011,8,32
1011,25,9
1011,20,6
1012,10,49
1012,2,19
1012,32,24
1012,56,53
1012,38,8
1013,1,41
1013,41,21
1013,0,3
1013,28,41
1015,60,50
1015,4,22
1015,29,32
1015,14,40
1015,9,2
1015,38,52
1015,10,33
1016,0,30
1016,16,39
1016,57,13
1016,43,8
1016,17,48
1016,12,49
1016,8,34
1016,12,0
1017,39,20
1017,36,73
1017,7,6
1018,38,42
1019,41,39
1019,48,57
1019,2,26
1019,27,6
1020,20,31
1020,33,32
1020,20,33
1020,28,2
1021,34,46
1021,17,45
1021,31,0
1021,24,38
1022,56,30
1022,18,26
1022,30,42
1022,16,32
1023,20,17
1025,12,23
1026,109,95
1027,30,28
1028,25,27
1029,14,32
1029,7,18
1030,34,44
1030,23,45
1030,14,2
1032,29,34
1032,23,26
1033,23,27
1034,25,40
1034,40,51
1034,18,19
1035,18,32
1035,42,26
1037,30,32
1038,8,29
1040,13,19
1040,25,47
1040,16,11
1041,22,33
1042,40,41
1042,54,28
1042,12,27
1042,17,25
1042,23,36
1042,11,18
1044,68,44
1044,51,60
1044,45,0
1044,40,52
1044,15,31
1044,18,21
1044,28,57
1045,59,50
1045,6,24
1046,23,45
1046,34,3
1046,41,73
1046,80,14
1046,0,12
1046,4,31
1046,15,28
1047,28,27
1048,44,31
1048,10,32
1049,37,23
1049,25,35
1049,7,33
1051,19,19
1051,37,51
1052,40,53
1052,32,33
1054,24,29
1055,29,27
1055,46,30
1055,51,29
1055,49,43
1055,61,68
1055,14,32
1055,13,10
1055,12,19
1055,2,10
1055,25,9
1056,8,32
1056,21,16
1056,34,40
1056,51,26
1056,21,34
1057,41,29
1057,7,26
1057,49,42
1057,0,7
1058,38,23
1058,51,31
1058,27,74
1058,33,61
1058,27,30
1058,15,15
1059,35,44
1059,21,9
1059,33,48
1060,0,21
1060,50,34
1060,21,36
1061,43,46
1062,37,109
1062,108,47
1063,30,29
1063,33,26
1063,14,41
1064,17,31
1064,60,28
1064,40,39
1065,16,25
1066,12,28
1067,30,34
1067,32,32
1068,31,43
1068,32,43
1069,25,28
1070,6,34
1070,48,27
1072,15,22
1072,27,30
1072,26,29
1073,31,18
1073,55,28
1073,8,55
1073,32,54
1075,13,34
1075,8,36
1075,38,20
1077,5,25
1077,34,34
1077,25,34
1077,54,58
1077,72,42
1079,52,26
1079,1,24
1080,50,55
1080,8,43
1080,30,10
1081,38,34
1081,14,29
1081,41,47
1082,17,32
1082,19,43
1082,47,27
1083,35,45
1083,28,22
1083,24,37
1084,25,26
1084,11,24
1084,55,71
1085,37,30
1085,31,30
1085,10,35
1087,23,33
1087,19,12
1087,13,36
1088,46,34
1088,53,40
1088,29,32
1088,28,34
1089,28,7
1089,13,50
1090,27,30
1090,13,14
1090,29,36
1090,13,5
1092,23,32
1094,22,20
1094,27,38
1095,29,31
1095,10,39
1095,29,27
1097,26,46
1097,18,33
1097,33,28
1097,31,39
1099,33,44
1099,26,17
1099,43,40
1100,14,41
1100,56,59
1100,33,39
1100,19,0
1100,47,39
1100,5,0
1101,30,32
1101,8,22
1101,33,26
1102,30,25
1102,38,37
1102,9,39
1103,29,32
1104,1,33
1104,19,37
1104,63,17
1105,28,35
1106,37,4
1106,30,40
1106,19,37
1106,21,41
1107,18,40
1107,33,25
1108,24,58
1108,34,22
1109,20,34
1110,30,26
1110,16,30
1110,35,34
1111,69,18
1111,38,62
1111,15,26
1111,10,40
1111,21,30
1112,34,42
1112,13,28
1112,28,39
1113,19,30
1113,24,45
1113,31,32
1113,22,15
1115,15,28
1116,16,50
1116,29,36
1116,59,49
1118,39,54
1119,10,22
1119,64,56
1120,28,40
1120,22,17
1121,58,34
1121,11,44
1122,57,35
1122,31,15
1122,0,26
1122,23,31
1123,50,53
1123,32,17
1123,42,23
1123,2,60
1123,17,25
1123,20,29
1123,50,6
1124,24,31
1124,31,39
1124,76,58
1124,23,49
1125,40,41
1127,25,39
1128,25,25
1129,57,15
1129,24,39
1129,2,31
1130,25,34
1130,53,69
1130,16,16
1131,24,26
1132,110,57
1132,0,14
1132,44,43
1132,11,34
1132,0,15
1134,32,40
1134,11,35
1134,17,48
1134,59,10
1134,25,20
1135,30,15
1135,32,24
1135,13,38
1136,35,15
1136,36,53
1136,16,49
1136,48,9
1137,20,50
1137,82,29
1137,14,34
1137,8,29
1137,22,17
1138,32,28
1139,23,27
1140,22,29
1141,23,25
1142,17,25
1142,35,33
1142,56,36
1142,15,35
1142,20,12
1143,33,36
1144,27,30
1145,35,17
1145,7,62
1145,50,15
1145,36,51
1145,25,22
1146,23,13
1146,21,38
1147,29,30
1148,8,31
1148,58,23
1148,10,33
1148,40,40
1149,8,19
1149,35,36
1150,19,15
1152,52,51
1152,34,40
1152,2,14
1152,22,36
1153,18,31
1153,37,31
1153,18,29
1154,48,46
1154,29,35
1155,36,52
1155,31,23
1156,25,38
1156,54,14
1156,26,28
1156,10,11
1156,26,63
1157,34,22
1157,39,68
1157,20,14
1157,13,19
1158,0,23
1158,10,36
1158,69,44
1159,43,35
1159,4,21
1160,55,40
1160,9,26
1161,30,39
1162,128,116
1162,26,24
1163,34,37
1164,51,34
1164,13,34
1165,65,25
1165,4,25
1165,29,17
1165,2,36
1166,68,24
1166,23,47
1166,0,20
1167,54,54
1167,27,58
1167,57,22
1167,44,13
1167,28,52
1167,35,33
1167,17,26
1167,20,24
1168,18,13
1169,24,34
1169,69,22
1169,30,50
1169,38,25
1169,19,28
1169,17,26
1172,58,33
1172,24,14
1172,24,19
1172,1,44
1172,20,28
1173,60,64
1173,34,31
1175,58,28
1175,8,24
1176,13,52
1176,43,32
1176,28,5
1176,40,41
1177,0,38
1177,47,48
1177,43,8
1178,21,26
1178,14,50
1178,50,17
1178,34,37
1179,7,23
1179,53,40
1179,54,34
1179,13,40
1179,19,38
1180,68,59
1180,13,47
1180,18,36
1180,31,22
1180,32,19
1181,49,28
1181,30,26
1181,2,39
1182,60,35
1182,47,40
1182,5,64
1182,54,25
1182,8,25
1182,41,40
1183,32,34
1183,32,41
1184,42,36
1184,1,25
1184,72,60
1184,20,37
1184,43,35
1184,73,30
1184,3,32
1185,14,28
1185,78,25
1185,54,45
1185,25,43
1185,23,34
1185,24,23
1185,4,30
1186,50,65
1187,41,44
1187,79,55
1187,4,26
1187,2,18
1187,41,44
1188,54,25
1188,40,52
1188,2,20
1189,67,72
1189,15,14
1190,34,34
1190,66,41
1190,39,41
1190,13,14
1190,10,27
1191,23,30
1192,28,58
1192,55,23
1192,26,19
1192,26,28
1193,16,39
1193,37,12
1193,56,49
1193,35,35
1193,21,29
1193,34,25
1194,41,8
1194,22,51
1195,7,11
1195,8,5
1195,70,52
1195,95,56
1195,32,30
1195,16,37
1195,12,31
1196,50,65
1196,63,45
1196,10,29
1196,80,5
1196,10,21
1196,7,29
1197,35,50
1197,35,53
1197,49,3
1198,31,20
1199,17,32
1199,17,28
1199,34,45
1199,51,11
1200,13,42
1200,31,43
1200,47,14
1201,19,47
1201,23,24
1201,25,45
1201,80,56
1201,6,21
1201,45,30
1201,53,41
1202,41,24
1202,49,51
1202,1,20
1203,56,50
1203,16,24
1203,27,33
1204,50,66
1204,31,33
1204,37,48
1204,19,22
1204,49,38
1205,50,37
1205,37,42
1205,27,21
1205,5,23
1205,7,27
1205,37,10
1206,70,11
1206,21,56
1206,31,30
1206,29,45
1206,2,15
1207,48,62
1207,49,21
1207,48,27
1207,35,44
1207,36,59
1207,24,42
1207,45,5
1207,5,26
1208,58,18
1208,19,24
1208,13,34
1209,29,29
1211,51,37
1211,20,43
1211,35,17
1211,64,17
1211,16,7
1211,0,42
1212,43,11
1212,19,16
1212,39,35
1212,46,31
1212,43,47
1212,4,59
1212,35,32
1212,10,19
1213,62,42
1213,5,30
1213,16,27
1214,57,25
1214,14,48
1214,17,12
1215,29,56
1215,26,29
1215,33,27
1215,58,10
1216,38,42
1216,26,16
1216,30,40
1217,72,51
1217,34,45
1217,13,34
1218,75,14
1218,16,47
1218,27,57
1218,31,17
1218,29,46
1218,23,41
1218,28,46
1219,11,28
1219,26,53
1219,40,26
1219,50,15
1220,10,21
1220,11,24
1220,22,36
1220,27,45
1220,26,43
1220,72,65
1220,22,18
1220,66,0
1221,73,46
1221,63,55
1221,10,40
1221,1,9
1221,1,0
1221,13,36
1221,60,18
1221,8,32
1221,14,48
1222,9,28
1222,67,13
1222,38,54
1222,58,66
1222,1,22
1222,8,10
1223,23,47
1223,69,24
1223,4,31
1224,124,108
1225,40,15
1225,30,51
1225,36,47
1225,43,3
1225,62,15
1225,17,20
1225,0,1
1226,45,35
1226,55,36
1226,23,48
1226,25,27
1227,15,30
1227,48,32
1227,48,31
1227,66,36
1227,21,37
1227,13,29
1227,8,28
1228,65,56
1228,38,37
1228,36,18
1228,23,20
1228,36,23
1228,17,45
1229,30,35
1229,30,15
1229,39,40
1230,35,42
1230,30,22
1231,23,24
1231,39,45
1231,57,58
1231,36,16
1232,22,33
1232,52,45
1232,49,29
1232,10,29
1232,53,39
1232,24,34
1233,58,27
1233,55,23
1233,39,46
1233,9,20
1233,15,50
1233,12,38
1234,27,79
1234,47,45
1234,30,18
1234,31,15
1234,46,0
1234,27,49
1234,7,31
1234,50,45
1234,64,11
1235,37,46
1235,16,21
1235,110,90
1235,1,11
1236,68,44
1236,51,67
1236,3,29
1236,60,43
1236,1,11
1237,40,39
1237,18,23
1237,24,2
1238,26,46
1238,59,48
1238,48,41
1238,38,29
1238,41,40
1238,19,17
1239,57,38
1239,42,14
1239,28,45
1239,5,8
1240,42,21
1240,23,17
1240,27,51
1241,66,59
1241,55,46
1241,15,32
1241,70,54
1241,6,38
1241,22,41
1241,5,1
1241,34,0
1242,47,17
1242,59,58
1242,33,24
1242,19,33
1242,10,17
1242,20,40
1242,58,51
1242,52,46
1242,19,3
1243,48,55
1243,27,45
1243,37,20
1243,31,15
1244,54,50
1244,20,42
1244,20,57
1244,22,40
1244,23,48
1244,25,43
1244,97,23
1244,28,34
1244,53,1
1245,16,16
1245,56,12
1245,44,51
1245,19,51
1245,2,3
1246,13,21
1246,25,45
1246,42,25
1246,20,60
1246,41,13
1247,7,28
1247,46,35
1247,42,36
1247,34,45
1247,39,40
1248,42,56
1248,65,15
1248,33,34
1248,25,45
1248,25,10
1248,30,43
1250,15,27
1250,33,33
1250,50,51
1250,28,11
1251,46,59
1251,31,47
1251,20,21
1251,55,16
1251,10,4
1251,60,8
1251,18,33
1251,20,50
1251,12,38
1252,57,50
1252,50,39
1252,16,36
1252,29,59
1252,8,37
1252,62,3
1252,28,33
1253,11,29
1253,57,47
1253,28,47
1253,68,32
1253,9,35
1253,17,22
1254,34,36
1255,85,45
1255,36,43
1255,1,31
1255,3,21
1256,29,56
1256,27,38
1256,67,38
1256,24,7
1257,22,49
1257,44,10
1258,29,33
1258,12,49
1258,52,9
1259,27,55
1259,9,27
1259,27,32
1259,41,47
1259,63,3
1260,51,10
1260,16,62
1260,40,16
1262,35,38
1262,35,25
1262,28,33
1263,54,20
1263,67,55
1263,26,54
1263,27,34
1263,18,21
1263,17,20
1264,36,36
1264,74,62
1264,36,19
1264,16,40
1265,54,21
1265,5,3
1265,47,24
1265,62,24
1265,33,62
1265,23,59
1265,22,31
1265,15,6
1265,3,37
1265,19,19
1265,43,33
1265,31,54
1266,27,70
1266,17,39
1266,29,27
1266,35,31
1266,9,46
1266,13,31
1266,69,0
1266,48,0
1267,40,21
1267,46,35
1267,69,60
1267,40,36
1267,8,20
1267,6,30
1268,27,50
1268,24,20
1269,20,46
1269,26,48
1269,41,41
1269,49,7
1269,38,41
1270,13,25
1270,45,27
1270,44,44
1270,24,35
1271,35,10
1271,29,38
1271,34,47
1272,19,35
1272,41,31
1273,26,35
1274,46,40
1274,27,51
1274,32,16
1274,28,30
1274,17,37
1274,26,12
1274,62,0
1274,12,33
1274,60,61
1275,39,12
1275,36,46
1275,62,35
1275,32,38
1275,16,21
1275,24,45
1276,33,43
1276,45,29
1276,35,18
1276,0,41
1277,27,38
1277,19,40
1277,45,26
1277,12,28
1277,43,8
1277,35,32
1278,34,4
1278,77,48
1278,24,66
1278,31,54
1278,32,43
1279,52,39
1279,37,46
1280,46,50
1280,6,40
1280,139,70
1280,4,12
1280,9,28
1280,25,34
1280,19,39
1281,47,52
1282,12,17
1282,61,31
1282,19,49
1283,6,50
1283,39,13
1283,31,9
1283,46,37
1284,33,63
1284,73,51
1284,32,32
1284,18,6
1284,38,38
1284,27,14
1284,25,50
1284,5,11
1286,51,15
1286,27,38
1286,2,33
1287,31,37
1287,19,33
1287,49,37
1288,59,26
1288,27,38
1288,25,40
1288,12,25
1289,24,37
1289,39,53
1289,41,41
1289,41,21
1289,15,18
1289,42,31
1289,10,30
1290,33,52
1290,27,50
1290,44,23
1290,24,6
1290,9,16
1291,62,13
1291,24,19
1291,12,64
1292,40,57
1292,32,26
1292,33,5
1292,21,31
1293,55,28
1293,50,42
1293,33,44
1293,18,17
1293,11,44
1294,23,39
1295,53,49
1295,2,7
1296,22,35
1296,20,41
1296,28,24
1296,46,29
1298,30,52
1298,19,34
1298,50,28
1298,10,19
1299,33,58
1299,52,29
1299,29,30
1300,29,35
1301,43,33
1301,26,31
1301,35,39
1302,51,59
1302,29,35
1302,47,45
1302,18,7
1302,27,50
1303,44,37
1303,62,9
1303,4,31
1303,21,36
1304,15,16
1304,44,20
1304,18,31
1304,48,38
1304,26,41
1304,27,34
1305,39,1
1305,46,55
1305,9,37
1306,26,40
1306,30,21
1306,35,39
1306,36,36
1306,19,19
1306,29,31
1307,21,37
1307,26,37
1307,72,26
1307,8,27
1307,31,37
1307,40,41
1307,30,31
1308,29,33
1308,24,27
1310,72,27
1310,38,48
1310,38,0
1310,17,53
1310,16,45
1311,25,48
1311,71,21
1311,45,49
1311,5,27
1311,0,23
1312,24,35
1312,36,27
1312,53,72
1312,37,42
1312,1,4
1313,31,33
1313,27,29
1314,32,53
1314,40,27
1314,33,43
1314,44,29
1314,24,33
1314,29,26
1315,28,28
1315,28,33
1315,53,50
1315,52,28
1315,48,5
1315,23,28
1315,26,22
1315,17,43
1315,11,36
1315,31,28
1316,20,25
1316,43,37
1317,12,32
1317,45,42
1318,0,9
1318,23,53
1318,26,48
1318,54,41
1318,43,35
1318,35,22
1318,27,1
1318,43,15
1319,39,54
1319,21,47
1319,20,6
1319,39,41
1319,22,16
1320,23,44
1320,40,55
1320,52,17
1320,17,29
1320,33,40
1322,18,2
1322,24,103
1322,34,3
1322,32,9
1322,47,0
1322,16,8
1322,1,0
1323,14,39
1323,44,49
1323,45,21
1324,21,39
1324,55,48
1324,41,46
1324,46,37
1325,11,14
1325,34,29
1325,23,25
1326,33,43
1326,57,61
1326,30,11
1327,48,29
1327,20,30
1327,39,22
1327,8,32
1328,39,41
1329,32,28
1329,35,32
1330,30,41
1330,49,49
1330,36,8
1331,38,32
1331,25,43
1331,19,22
1331,24,17
1332,18,41
1332,53,33
1332,15,20
1333,26,25
1333,43,33
1333,15,32
1334,60,16
1334,8,26
1334,19,25
1334,29,38
1336,22,29
1337,44,22
1337,54,42
1337,11,34
1337,12,33
1337,25,18
1338,55,40
1338,13,46
1338,49,31
1339,38,36
1339,27,32
1339,32,37
1340,40,27
1340,39,48
1340,20,36
1341,26,38
1342,19,35
1342,69,28
1342,4,33
1342,9,21
1343,55,69
1343,22,21
1343,45,45
1344,15,33
1344,24,35
1344,69,15
1344,51,53
1344,19,30
1345,49,25
1345,20,37
1345,17,39
1345,35,42
1346,26,27
1348,72,39
1348,54,40
1348,58,61
1348,5,18
1348,15,12
1348,21,12
1348,3,0
1348,18,16
1350,28,14
1350,11,15
1351,19,10
1351,20,15
1351,18,11
1351,16,6
1351,13,8
1351,24,26
1352,17,2
1352,22,6
1352,10,11
1353,4,12
1353,5,0
1353,22,38
1353,8,5
1353,9,5
1353,12,1
1354,29,23
1354,7,62
1354,28,8
1354,13,3
1354,29,23
1354,24,3
1354,28,0
1355,25,11
1355,31,0
1355,23,28
1355,10,6
1356,8,11
1356,88,76
1356,35,34
1356,30,37
1356,0,25
1356,20,13
1356,60,50
1357,0,7
1357,0,0
1357,0,0
1357,0,0
1357,0,3
1357,0,13
1357,0,0
1357,0,4
1357,0,34
1357,0,33
1357,0,8
1357,0,28
1357,0,39
1357,0,1
1357,0,3
1357,0,114
1357,0,2
1357,0,10
1357,0,2
1357,0,39
1357,0,45
1357,0,37
1357,0,1
1357,0,32
1357,0,28
1357,0,3
1357,0,54
1357,0,2
1357,0,6
1357,0,45
1357,0,2
1357,0,0
1357,0,41
1357,0,30
1357,0,26
1357,0,17
1357,0,17
1357,0,20
1357,0,40
1358,16,32
1358,14,81
1358,13,49
1358,3,0
1358,2,1
1358,19,114
1358,0,0
1358,5,0
1358,8,8
1358,1,15
1358,2,2
1358,31,77
1358,17,16
1358,15,35
1358,18,53
1358,11,37
1358,8,0
1358,21,29
1358,5,0
1358,2,6
1358,3,0
1358,2,9
1358,1,0
1358,7,2
1358,0,0
1358,6,3
1358,10,10
1358,12,26
1358,4,6
1358,19,38
1358,7,18
1358,4,17
1359,8,13
1359,12,8
1359,25,155
1359,18,2
1359,14,4
1359,3,65
1359,25,1
1359,10,7
1359,2,1
1359,17,75
1359,12,3
1359,14,80
1359,10,2
1359,18,4
1359,11,0
1359,8,0
1359,12,1
1359,9,1
1359,4,3
1359,6,7
1359,3,0
1359,7,9
1359,2,3
1359,11,0
1359,3,3
1359,16,0
1359,3,3
1359,9,2
1359,1,0
1360,6,3
1360,2,3
1360,8,9
1360,8,37
1361,1,9
1361,2,3
1361,3,1
1361,12,4
1361,21,4
1361,6,6
1361,11,3
1361,11,15
1361,17,5
1361,1,10
1361,3,12
1361,9,3
1361,20,17
1361,29,7
1361,5,8
1361,6,8
1361,7,8
1361,1,14
1362,4,0
1362,7,0
1362,17,7
1362,2,24
1362,5,1
1362,3,0
1363,6,1
1363,8,10
1363,8,1
1363,17,22
1363,19,2
1363,20,0
1363,5,8
1363,16,6
1363,5,26
1363,5,11
1364,15,8
1364,10,3
1364,1,4
1364,12,42
1365,10,8
1365,18,14
1365,5,19
1365,24,7
1365,12,2
1365,15,5
1365,12,1
1365,13,1
1365,5,23
1365,4,2
1365,6,3
1365,12,12
1365,4,0
1365,4,1
